canonicalUrl,wpMediaId,kind,scope,inPrimaryScope,confidence,title,width,height,sections,owners,sourceUrls
https://nikitapichugin.ru/wp-content/uploads/2024/06/2020-11-23-09.55.20.jpg,15420,photowork,primary,true,high,2020-11-23 09.55.20,1224,1632,photoworks.vc_media_grid,masterskaya-nikity-pichugina,https://nikitapichugin.ru/wp-content/uploads/2024/06/2020-11-23-09.55.20.jpg
https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-02-27-18.00.45-rotated.jpg,15421,photowork,primary,true,high,2021-02-27 18.00.45,1224,1632,photoworks.vc_media_grid,masterskaya-nikity-pichugina,https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-02-27-18.00.45-rotated.jpg
https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-03-02-16.19.43-rotated.jpg,15361,artwork_detail_image,primary,true,high,2021-03-02 16.19.43,1224,1632,artwork.detail,otrazhenie-marta,https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-03-02-16.19.43-rotated.jpg
https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-04-07-16.22.06-rotated.jpg,15422,photowork,primary,true,high,2021-04-07 16.22.06,1224,1632,photoworks.vc_media_grid,masterskaya-nikity-pichugina,https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-04-07-16.22.06-rotated.jpg
https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-04-08-17.58.03-2-rotated.jpg,15528,photowork,primary,true,high,2021-04-08 17.58.03,1224,1632,photoworks.vc_media_grid,masterskaya-nikity-pichugina,https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-04-08-17.58.03-2-rotated.jpg
https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-07-22-08.35.03-1-rotated.jpg,15364,artwork_detail_image,primary,true,high,2021-07-22 08.35.03,1224,1632,artwork.detail,solncze-avgusta,https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-07-22-08.35.03-1-rotated.jpg
https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-08-26-10.07.45.jpg,15425,photowork,primary,true,high,2021-08-26 10.07.45,1632,1224,photoworks.vc_media_grid,masterskaya-nikity-pichugina,https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-08-26-10.07.45.jpg
https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-08-26-10.10.03.jpg,15427,photowork,primary,true,high,2021-08-26 10.10.03,1224,1632,photoworks.vc_media_grid,masterskaya-nikity-pichugina,https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-08-26-10.10.03.jpg
https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-08-26-10.11.18.jpg,15428,photowork,primary,true,high,2021-08-26 10.11.18,1632,1224,photoworks.vc_media_grid,masterskaya-nikity-pichugina,https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-08-26-10.11.18.jpg
https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-09-09-10.07.17.jpg,15429,photowork,primary,true,high,2021-09-09 10.07.17,1224,1632,photoworks.vc_media_grid,masterskaya-nikity-pichugina,https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-09-09-10.07.17.jpg
https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-09-09-10.07.56.jpg,15431,photowork,primary,true,high,2021-09-09 10.07.56,1224,1632,photoworks.vc_media_grid,masterskaya-nikity-pichugina,https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-09-09-10.07.56.jpg
https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-09-09-11.16.15.jpg,15432,photowork,primary,true,high,2021-09-09 11.16.15,1224,1632,photoworks.vc_media_grid,masterskaya-nikity-pichugina,https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-09-09-11.16.15.jpg
https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-09-29-16.58.34-rotated.jpg,15436,photowork,primary,true,high,2021-09-29 16.58.34,1224,1632,photoworks.vc_media_grid,masterskaya-nikity-pichugina,https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-09-29-16.58.34-rotated.jpg
https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-10-17-11.22.51-rotated.jpg,15437,photowork,primary,true,high,2021-10-17 11.22.51,1224,1632,photoworks.vc_media_grid,masterskaya-nikity-pichugina,https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-10-17-11.22.51-rotated.jpg
https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-11-12-14.50.24.jpg,15438,photowork,primary,true,high,2021-11-12 14.50.24,1224,1632,photoworks.vc_media_grid,masterskaya-nikity-pichugina,https://nikitapichugin.ru/wp-content/uploads/2024/06/2021-11-12-14.50.24.jpg
https://nikitapichugin.ru/wp-content/uploads/2024/06/bcfd8ca0-b48b-4ee6-9607-2d5cb8831af8.jpg,15293,artwork_detail_image,primary,true,high,bcfd8ca0-b48b-4ee6-9607-2d5cb8831af8,562,800,works.archive;demo.theme_or_shortcode_page;artwork.detail;works.archive_html,galereya-rabot-hudozhnika-nikity-pichugina;shortcodes/custom-posts;pervyj-sneg,https://nikitapichugin.ru/wp-content/uploads/2024/06/bcfd8ca0-b48b-4ee6-9607-2d5cb8831af8.jpg
https://nikitapichugin.ru/wp-content/uploads/2024/06/dsc05516-rotated.jpg,15366,artwork_detail_image,primary,true,high,DSC05516,1632,2456,artwork.detail;artwork.detail_html_reference,pervyj-sneg;vremya-zastylo,https://nikitapichugin.ru/wp-content/uploads/2024/06/dsc05516-rotated.jpg
https://nikitapichugin.ru/wp-content/uploads/2024/06/faviconnp.png,15584,home_page_visual_asset,primary,true,medium,faviconNP,387,387,home.page_html;works.archive_html,home;galereya-rabot-hudozhnika-nikity-pichugina,https://nikitapichugin.ru/wp-content/uploads/2024/06/faviconnp-70x70.png;https://nikitapichugin.ru/wp-content/uploads/2024/06/faviconnp-100x100.png;https://nikitapichugin.ru/wp-content/uploads/2024/06/faviconnp-300x300.png
